ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	VARIANTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID	ALIGNMENT
121	(1Sg independent pronoun)	Bangime	mí	m i ˦		4 7 8	AXT	MI6	1	1.M.C 1.I.V 1.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
122	(1Sg independent pronoun)	Bankan_Tey	í	i ˦		7 8	XT	I6	2	2.I.V 2.6.T	3.0 1.0	i˦	0	2	i ˦
123	(1Sg independent pronoun)	Ben_Tey	í	i ˦		7 8	XT	I6	3	3.I.V 3.6.T	3.0 1.0	i˦	0	2	i ˦
124	(1Sg independent pronoun)	Bunoge	mì	m i ˨		4 7 8	AXT	MI6	4	4.M.C 4.I.V 4.6.T	1.6 3.0 1.0	mi˨	1	1	m i ˨
125	(1Sg independent pronoun)	Dogul_Dom	mí	m i ˦		4 7 8	AXT	MI6	5	5.M.C 5.I.V 5.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
126	(1Sg independent pronoun)	Jamsay_Douentza	mí	m i ˦		4 7 8	AXT	MI6	8	8.M.C 8.I.V 8.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
128	(1Sg independent pronoun)	Mombo	mí:	m iː ˦		4 7 8	AXT	MI6	9	9.M.C 9.I.V 9.6.T	1.6 3.0 1.0	miː˦	0	1	m iː ˦
129	(1Sg independent pronoun)	Najamba	mí	m i ˦		4 7 8	AXT	MI6	10	10.M.C 10.I.V 10.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
130	(1Sg independent pronoun)	Nanga	ǐ:ⁿ	ĩː ˩˥		7 0	XN	I0	11	11.I.V 11.0.c	1.5 0.8	ĩː˩˥	0	3	ĩː ˩˥
131	(1Sg independent pronoun)	Penange	mí	m i ˦		4 7 8	AXT	MI6	12	12.M.C 12.I.V 12.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
132	(1Sg independent pronoun)	Perge_Tegu	mí	m i ˦		4 7 8	AXT	MI6	13	13.M.C 13.I.V 13.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
134	(1Sg independent pronoun)	Tebul_Ure	mí	m i ˦		4 7 8	AXT	MI6	14	14.M.C 14.I.V 14.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
135	(1Sg independent pronoun)	Tiranige	mì	m i ˨	m i ˦ w̃	4 7 8	AXT	MI6	15	15.M.C 15.I.V 15.6.T	1.6 3.0 1.0	mi˨	0	1	m i ˨
137	(1Sg independent pronoun)	Togo_Kan	íⁿ	ĩ ˦		7 8	XT	I6	16	16.I.V 16.6.T	3.0 1.0	ĩ˦	0	2	ĩ ˦
138	(1Sg independent pronoun)	Tommo_So	mí	m i ˦		4 7 8	AXT	MI6	17	17.M.C 17.I.V 17.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
141	(1Sg independent pronoun)	Toro_Tegu	mí	m i ˦	m ˨ i ˦	4 7 8	AXT	MI6	18	18.M.C 18.I.V 18.6.T	1.6 3.0 1.0	mi˦	1	1	m i ˦
143	(1Sg independent pronoun)	Yanda_Dom	mí	m i ˦		4 7 8	AXT	MI6	19	19.M.C 19.I.V 19.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
144	(1Sg independent pronoun)	Yorno_So	mú	m u ˦		4 7 8	AXT	MY6	20	20.M.C 20.Y.V 20.6.T	1.6 3.0 1.0	mu˦	0	1	m u ˦
145	(1Sg independent pronoun)	Donno_So	mí	m i ˦		4 7 8	AXT	MI6	6	6.M.C 6.I.V 6.6.T	1.6 3.0 1.0	mi˦	0	1	m i ˦
266	(2Sg independent pronoun)	Bangime	à	a ˨		7 8	XT	A6	1	1.A.V 1.6.T	3.0 1.0	a˨	0	6	a ˨
267	(2Sg independent pronoun)	Bankan_Tey	ú	u ˦		7 8	XT	Y6	2	2.Y.V 2.6.T	3.0 1.0	u˦	0	4	u ˦
268	(2Sg independent pronoun)	Ben_Tey	ú	u ˦		7 8	XT	Y6	3	3.Y.V 3.6.T	3.0 1.0	u˦	0	4	u ˦
269	(2Sg independent pronoun)	Bunoge	ò	o ˨		7 8	XT	U6	4	4.U.V 4.6.T	3.0 1.0	o˨	0	5	o ˨
270	(2Sg independent pronoun)	Dogul_Dom	ó	o ˦		7 8	XT	U6	5	5.U.V 5.6.T	3.0 1.0	o˦	0	5	o ˦
273	(2Sg independent pronoun)	Mombo	ó:	oː ˦		7 8	XT	U6	9	9.U.V 9.6.T	3.0 1.0	oː˦	0	5	oː ˦
274	(2Sg independent pronoun)	Najamba	ó	o ˦		7 8	XT	U6	10	10.U.V 10.6.T	3.0 1.0	o˦	0	5	o ˦
275	(2Sg independent pronoun)	Nanga	ú	u ˦		7 8	XT	Y6	11	11.Y.V 11.6.T	3.0 1.0	u˦	0	4	u ˦
276	(2Sg independent pronoun)	Penange	ó	o ˦		7 8	XT	U6	12	12.U.V 12.6.T	3.0 1.0	o˦	0	5	o ˦
277	(2Sg independent pronoun)	Perge_Tegu	ú	u ˦		7 8	XT	Y6	13	13.Y.V 13.6.T	3.0 1.0	u˦	0	4	u ˦
279	(2Sg independent pronoun)	Tebul_Ure	ú	u ˦		7 8	XT	Y6	14	14.Y.V 14.6.T	3.0 1.0	u˦	0	4	u ˦
280	(2Sg independent pronoun)	Tiranige	ò	o ˨	oː ˦	7 8	XT	U6	15	15.U.V 15.6.T	3.0 1.0	o˨	0	5	o ˨
282	(2Sg independent pronoun)	Togo_Kan	ú	u ˦		7 8	XT	Y6	16	16.Y.V 16.6.T	3.0 1.0	u˦	0	4	u ˦
283	(2Sg independent pronoun)	Tommo_So	ú	u ˦		7 8	XT	Y6	17	17.Y.V 17.6.T	3.0 1.0	u˦	0	4	u ˦
286	(2Sg independent pronoun)	Toro_Tegu	ú	u ˦		7 8	XT	Y6	18	18.Y.V 18.6.T	3.0 1.0	u˦	0	4	u ˦
287	(2Sg independent pronoun)	Yanda_Dom	ó	o ˦		7 8	XT	U6	19	19.U.V 19.6.T	3.0 1.0	o˦	0	5	o ˦
288	(2Sg independent pronoun)	Yorno_So	ú	u ˦		7 8	XT	Y6	20	20.Y.V 20.6.T	3.0 1.0	u˦	0	4	u ˦
289	(2Sg independent pronoun)	Donno_So	ú	u ˦		7 8	XT	Y6	6	6.Y.V 6.6.T	3.0 1.0	u˦	0	4	u ˦
271	(2Sg independent pronoun)	Jamsay_Douentza	ú	u ˦		7 8	XT	Y6	8	8.Y.V 8.6.T	3.0 1.0	u˦	0	4	u ˦
575	(Existential particle, with 'be' and 'have')	Bankan_Tey	yá	j a ˦		6 7 8	AXT	JA6	2	2.J.C 2.A.V 2.6.T	1.6 3.0 1.0	ja˦	0	7	j a ˦
576	(Existential particle, with 'be' and 'have')	Ben_Tey	yá	j a ˦		6 7 8	AXT	JA6	3	3.J.C 3.A.V 3.6.T	1.6 3.0 1.0	ja˦	0	7	j a ˦
579	(Existential particle, with 'be' and 'have')	Jamsay_Douentza	yɛ́	j ɛ ˦	j ɔ ˦	6 7 8	AXT	JE6	8	8.J.C 8.E.V 8.6.T	1.6 3.0 1.0	jɛ˦	0	7	j ɛ ˦
581	(Existential particle, with 'be' and 'have')	Mombo	ò	o ˨		7 8	XT	U6	9	9.U.V 9.6.T	3.0 1.0	o˨	0	9	o ˨
582	(Existential particle, with 'be' and 'have')	Nanga	yá	j a ˦		6 7 8	AXT	JA6	11	11.J.C 11.A.V 11.6.T	1.6 3.0 1.0	ja˦	0	7	j a ˦
583	(Existential particle, with 'be' and 'have')	Penange	ɛ̀	ɛ ˨	ɛ̃ ˨	7 8	XT	E6	12	12.E.V 12.6.T	3.0 1.0	ɛ˨	0	8	ɛ ˨
585	(Existential particle, with 'be' and 'have')	Perge_Tegu	yá	j a ˦		6 7 8	AXT	JA6	13	13.J.C 13.A.V 13.6.T	1.6 3.0 1.0	ja˦	0	7	j a ˦
586	(Existential particle, with 'be' and 'have')	Tebul_Ure	yé	j e ˦		6 7 8	AXT	JE6	14	14.J.C 14.E.V 14.6.T	1.6 3.0 1.0	je˦	0	7	j e ˦
587	(Existential particle, with 'be' and 'have')	Tiranige	é	e ˦	e ˨	7 8	XT	E6	15	15.E.V 15.6.T	3.0 1.0	e˦	0	8	e ˦
589	(Existential particle, with 'be' and 'have')	Togo_Kan	yɛ́	j ɛ ˦	j ɔ ˦	6 7 8	AXT	JE6	16	16.J.C 16.E.V 16.6.T	1.6 3.0 1.0	jɛ˦	0	7	j ɛ ˦
591	(Existential particle, with 'be' and 'have')	Tommo_So	yé	j e ˦		6 7 8	AXT	JE6	17	17.J.C 17.E.V 17.6.T	1.6 3.0 1.0	je˦	0	7	j e ˦
592	(Existential particle, with 'be' and 'have')	Toro_Tegu	á	a ˦		7 8	XT	A6	18	18.A.V 18.6.T	3.0 1.0	a˦	0	7	- a ˦
594	(Existential particle, with 'be' and 'have')	Yorno_So	yá	j a ˦		6 7 8	AXT	JA6	20	20.J.C 20.A.V 20.6.T	1.6 3.0 1.0	ja˦	0	7	j a ˦
595	(Existential particle, with 'be' and 'have')	Donno_So	yɔ́	j ɔ ˦	j i ˦ // j e ˦	6 7 8	AXT	JU6	6	6.J.C 6.U.V 6.6.T	1.6 3.0 1.0	jɔ˦	0	7	j ɔ ˦
577	(Existential particle, with 'be' and 'have')	Bunoge	bò	b o ˨		1 7 8	AXT	PU6	4	4.P.C 4.U.V 4.6.T	1.6 3.0 1.0	bo˨	1	10	b o ˨
578	(Existential particle, with 'be' and 'have')	Dogul_Dom	yò	j o ˨		6 7 8	AXT	JU6	5	5.J.C 5.U.V 5.6.T	1.6 3.0 1.0	jo˨	0	7	j o ˨
593	(Existential particle, with 'be' and 'have')	Yanda_Dom	yà	j a ˨		6 7 8	AXT	JA6	19	19.J.C 19.A.V 19.6.T	1.6 3.0 1.0	ja˨	0	7	j a ˨
531	(e.g. bird) fly	Bankan_Tey	kísíyé	k i ˦ s i ˦ j e ˦		1 7 8 3 7 8 6 7 8	AXTBYTBYT	KI6SI6JE6	2	2.K.C 2.I.V 2.6.T 2.S.C 2.I.V 2.6.T 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ki˦si˦je˦	0	11	k i ˦ s - i ˦ j e ˦
532	(e.g. bird) fly	Ben_Tey	kísíyé	k i ˦ s i ˦ j e ˦		1 7 8 3 7 8 6 7 8	AXTBYTBYT	KI6SI6JE6	3	3.K.C 3.I.V 3.6.T 3.S.C 3.I.V 3.6.T 3.J.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ki˦si˦je˦	0	11	k i ˦ s - i ˦ j e ˦
533	(e.g. bird) fly	Bunoge	píllè	p i ˦ l l e ˨		1 7 8 5 5 7 8	AXTMBYT	PI6LLE6	4	4.P.C 4.I.V 4.6.T 4.L.c 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	pi˦lle˨	0	16	p i ˦ l l e ˨
534	(e.g. bird) fly	Gourou	píré	p i ˦ r e ˦		1 7 8 5 7 8	AXTBYT	PI6RE6	7	7.P.C 7.I.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pi˦re˦	0	12	p i ˦ r e ˦ - - -
535	(e.g. bird) fly	Jamsay_Douentza	círé	tʃ i ˦ r e ˦		1 7 8 5 7 8	AXTBYT	TI6RE6	8	8.T.C 8.I.V 8.6.T 8.R.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃi˦re˦	0	12	tʃ i ˦ r e ˦ - - -
536	(e.g. bird) fly	Mombo	pílyê:	p i ˦ l j eː ˥˩		1 7 8 5 6 7 8	AXTBCYT	PI6LJE6	9	9.P.C 9.I.V 9.6.T 9.L.C 9.J.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	pi˦ljeː˥˩	0	13	p i ˦ l j eː ˥˩ - - -
537	(e.g. bird) fly	Najamba	pílíy	p i ˦ l i ˦ j	p i ˦ r i ˦ j // p i ˨ r i ˨ j e ˨ // p i ˨ l i ˨ j e ˨	1 7 8 5 7 8 6	AXTBYTN	PI6LI6J	10	10.P.C 10.I.V 10.6.T 10.L.C 10.I.V 10.6.T 10.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	pi˦li˦j	0	13	p i ˦ l - i ˦ j - -
541	(e.g. bird) fly	Nanga	kísíyé	k i ˦ s i ˦ j e ˦		1 7 8 3 7 8 6 7 8	AXTBYTBYT	KI6SI6JE6	11	11.K.C 11.I.V 11.6.T 11.S.C 11.I.V 11.6.T 11.J.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ki˦si˦je˦	0	11	k i ˦ s - i ˦ j e ˦
542	(e.g. bird) fly	Penange	pírígè	p i ˦ r i ˦ ɡ e ˨		1 7 8 5 7 8 1 7 8	AXTBYTBYT	PI6RI6KE6	12	12.P.C 12.I.V 12.6.T 12.R.C 12.I.V 12.6.T 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	pi˦ri˦ɡe˨	0	12	p i ˦ r i ˦ ɡ e ˨
543	(e.g. bird) fly	Perge_Tegu	kíríyé	k i ˦ r i ˦ j e ˦		1 7 8 5 7 8 6 7 8	AXTBYTBYT	KI6RI6JE6	13	13.K.C 13.I.V 13.6.T 13.R.C 13.I.V 13.6.T 13.J.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ki˦ri˦je˦	0	11	k i ˦ - r i ˦ j e ˦
544	(e.g. bird) fly	Tebul_Ure	cíllí:	tʃ i ˦ l l iː ˦		1 7 8 5 5 7 8	AXTMBYT	TI6LLI6	14	14.T.C 14.I.V 14.6.T 14.L.c 14.L.C 14.I.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	tʃi˦lliː˦	0	14	tʃ i ˦ l l iː ˦
545	(e.g. bird) fly	Tiranige	pílíyó	p i ˦ l i ˦ j o ˦		1 7 8 5 7 8 6 7 8	AXTBYTBYT	PI6LI6JU6	15	15.P.C 15.I.V 15.6.T 15.L.C 15.I.V 15.6.T 15.J.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	pi˦li˦jo˦	0	13	p i ˦ l - i ˦ j o ˦
546	(e.g. bird) fly	Togo_Kan	kìrí kírì:	k i ˨ r i ˦ # k i ˦ r iː ˨		1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KI6RI6_KI6RI6	16	16.K.C 16.I.V 16.6.T 16.R.C 16.I.V 16.6.T 16._._ 16.K.C 16.I.V 16.6.T 16.R.C 16.I.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ki˨ri˦#ki˦riː˨	0	15	k i ˨ r i ˦ # k i ˦ r iː ˨
547	(e.g. bird) fly	Tommo_So	kíílíyé	k iː ˦ l i ˦ j e ˦		1 7 8 5 7 8 6 7 8	AXTBYTBYT	KI6LI6JE6	17	17.K.C 17.I.V 17.6.T 17.L.C 17.I.V 17.6.T 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kiː˦li˦je˦	0	11	k iː ˦ - l i ˦ j e ˦
548	(e.g. bird) fly	Toro_Tegu	círó	tʃ i ˦ r o ˦	tʃ i ˦ r u ˦	1 7 8 5 7 8	AXTBYT	TI6RU6	18	18.T.C 18.I.V 18.6.T 18.R.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃi˦ro˦	0	12	tʃ i ˦ r o ˦ - - -
550	(e.g. bird) fly	Yanda_Dom	kílíyé	k i ˦ l i ˦ j e ˦	k i ˦ l i ˦ j e ˦ l i ˨	1 7 8 5 7 8 6 7 8	AXTBYTBYT	KI6LI6JE6	19	19.K.C 19.I.V 19.6.T 19.L.C 19.I.V 19.6.T 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ki˦li˦je˦	0	11	k i ˦ - l i ˦ j e ˦
554	(e.g. bird) fly	Donno_So	kíl-è:-	k i ˦ l eː ˨	k i ˦ l i ˨ j ˨	1 7 8 5 7 8	AXTBYT	KI6LE6	6	6.K.C 6.I.V 6.6.T 6.L.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ki˦leː˨	0	11	k i ˦ - l - - - eː ˨
552	(e.g. bird) fly	Yorno_So	kílɛ́:	k i ˦ l ɛː ˦	k i ˦ l iː ˦	1 7 8 5 7 8	AXTBYT	KI6LE6	20	20.K.C 20.I.V 20.6.T 20.L.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ki˦lɛː˦	0	11	k i ˦ - l - - - ɛː ˦
1033	(plant) sprout, come up (verb)	Bangime	púr̃á	p u ˦ r̃ a ˦		1 7 8 5 7 8	AXTBYT	PY6RA6	1	1.P.C 1.Y.V 1.6.T 1.R.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pu˦r̃a˦	0	21	p u ˦ r̃ a ˦
1034	(plant) sprout, come up (verb)	Bankan_Tey	tíyɛ́	t i ˦ j ɛ ˦		1 7 8 6 7 8	AXTBYT	TI6JE6	2	2.T.C 2.I.V 2.6.T 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ti˦jɛ˦	0	18	t i ˦ j ɛ ˦
1035	(plant) sprout, come up (verb)	Ben_Tey	tíyɛ́	t i ˦ j ɛ ˦		1 7 8 6 7 8	AXTBYT	TI6JE6	3	3.T.C 3.I.V 3.6.T 3.J.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ti˦jɛ˦	0	18	t i ˦ j ɛ ˦
1036	(plant) sprout, come up (verb)	Bunoge	pújè	p u ˦ dʒ e ˨		1 7 8 1 7 8	AXTBYT	PY6TE6	4	4.P.C 4.Y.V 4.6.T 4.T.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pu˦dʒe˨	0	22	p u ˦ dʒ e ˨
1037	(plant) sprout, come up (verb)	Dogul_Dom	tìyɛ́	t i ˨ j ɛ ˦		1 7 8 6 7 8	AXTBYT	TI6JE6	5	5.T.C 5.I.V 5.6.T 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ti˨jɛ˦	0	18	t i ˨ j ɛ ˦
1038	(plant) sprout, come up (verb)	Gourou	tɔ́gɔ́	t ɔ ˦ ɡ ɔ ˦		1 7 8 1 7 8	AXTBYT	TU6KU6	7	7.T.C 7.U.V 7.6.T 7.K.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɔ˦ɡɔ˦	0	17	t ɔ ˦ ɡ ɔ ˦
1039	(plant) sprout, come up (verb)	Jamsay_Douentza	tɔ́ɣɔ́	t ɔ ˦ ɣ ɔ ˦		1 7 8 3 7 8	AXTBYT	TU6GU6	8	8.T.C 8.U.V 8.6.T 8.G.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɔ˦ɣɔ˦	0	17	t ɔ ˦ ɣ ɔ ˦
1040	(plant) sprout, come up (verb)	Mombo	kɛ́lɛ́	k ɛ ˦ l ɛ ˦		1 7 8 5 7 8	AXTBYT	KE6LE6	9	9.K.C 9.E.V 9.6.T 9.L.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦lɛ˦	0	19	k ɛ ˦ l ɛ ˦
1041	(plant) sprout, come up (verb)	Najamba	tɛ́:	t ɛː ˦	t ɛː ˨	1 7 8	AXT	TE6	10	10.T.C 10.E.V 10.6.T	1.6 3.0 1.0	tɛː˦	0	17	t ɛː ˦ - - -
1043	(plant) sprout, come up (verb)	Nanga	tɛ́:	t ɛː ˦		1 7 8	AXT	TE6	11	11.T.C 11.E.V 11.6.T	1.6 3.0 1.0	tɛː˦	0	17	t ɛː ˦ - - -
1044	(plant) sprout, come up (verb)	Penange	kɛ́lɛ́	k ɛ ˦ l ɛ ˦		1 7 8 5 7 8	AXTBYT	KE6LE6	12	12.K.C 12.E.V 12.6.T 12.L.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦lɛ˦	0	19	k ɛ ˦ l ɛ ˦
1045	(plant) sprout, come up (verb)	Perge_Tegu	tɔ́gɔ́	t ɔ ˦ ɡ ɔ ˦		1 7 8 1 7 8	AXTBYT	TU6KU6	13	13.T.C 13.U.V 13.6.T 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɔ˦ɡɔ˦	0	17	t ɔ ˦ ɡ ɔ ˦
1046	(plant) sprout, come up (verb)	Tebul_Ure	tɛ́	t ɛ ˦		1 7 8	AXT	TE6	14	14.T.C 14.E.V 14.6.T	1.6 3.0 1.0	tɛ˦	0	17	t ɛ ˦ - - -
1047	(plant) sprout, come up (verb)	Tiranige	sɔ́wɔ́	s ɔ ˦ w ɔ ˦		3 7 8 6 7 8	AXTBYT	SU6WU6	15	15.S.C 15.U.V 15.6.T 15.W.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sɔ˦wɔ˦	0	20	s ɔ ˦ w ɔ ˦
1048	(plant) sprout, come up (verb)	Togo_Kan	tɔ́:	t ɔː ˦		1 7 8	AXT	TU6	16	16.T.C 16.U.V 16.6.T	1.6 3.0 1.0	tɔː˦	0	17	t ɔː ˦ - - -
1049	(plant) sprout, come up (verb)	Tommo_So	sɔ́bɔ́	s ɔ ˦ b ɔ ˦	t u ˦ m m ɔ ˦	3 7 8 1 7 8	AXTBYT	SU6PU6	17	17.S.C 17.U.V 17.6.T 17.P.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sɔ˦bɔ˦	0	20	s ɔ ˦ b ɔ ˦
1052	(plant) sprout, come up (verb)	Toro_Tegu	bɛ̌w	b ɛ ˩˥ w	b ɛ ˨ w a ˦	1 7 0 6	AXBC	PE0W	18	18.P.C 18.E.V 18.0.C 18.W.C	2.0 1.5 1.75 1.5	bɛ˩˥w	0	23	b ɛ ˩˥ w
1054	(plant) sprout, come up (verb)	Yanda_Dom	tɛ́yálì	t ɛ ˦ j a ˦ l i ˨	t ɛː ˦	1 7 8 6 7 8 5 7 8	AXTBYTBYT	TE6JA6LI6	19	19.T.C 19.E.V 19.6.T 19.J.C 19.A.V 19.6.T 19.L.C 19.I.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	tɛ˦ja˦li˨	0	24	t ɛ ˦ j a ˦ l i ˨
1056	(plant) sprout, come up (verb)	Yorno_So	tɛ́:	t ɛː ˦		1 7 8	AXT	TE6	20	20.T.C 20.E.V 20.6.T	1.6 3.0 1.0	tɛː˦	0	17	t ɛː ˦ - - -
1057	(plant) sprout, come up (verb)	Donno_So	tɛ̂:	t ɛː ˥˩	t ɛ ˦ ɛ ˨ // p u ˦ d o ˨ // p u ˦ d e ˨	1 7 8	AXT	TE6	6	6.T.C 6.E.V 6.6.T	1.6 3.0 1.0	tɛː˥˩	0	17	t ɛː ˥˩ - - -
1072	(political) chief, boss	Bangime	déɡè ʃíjɛ̀ⁿ	d e ˦ ɡ e ˨ # ʃ i ˦ dʒ ɛ̃ ˨		1 7 8 1 7 8 9 3 7 8 1 7 8	AXTBYT_AXTBYT	TE6KE6_SI6TE6	1	1.T.C 1.E.V 1.6.T 1.K.C 1.E.V 1.6.T 1._._ 1.S.C 1.I.V 1.6.T 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	de˦ɡe˨#ʃi˦dʒɛ̃˨	0	30	d e ˦ ɡ e ˨ # ʃ i ˦ dʒ ɛ̃ ˨
1073	(political) chief, boss	Bankan_Tey	ámbí:rì	a ˦ m b iː ˦ r i ˨		7 8 4 1 7 8 5 7 8	XTMBYTBYT	A6MPI6RI6	2	2.A.V 2.6.T 2.M.c 2.P.C 2.I.V 2.6.T 2.R.C 2.I.V 2.6.T	3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	a˦mbiː˦ri˨	0	25	- a ˦ m b iː ˦ r i ˨
1074	(political) chief, boss	Ben_Tey	ámbí:rù	a ˦ m b iː ˦ r u ˨		7 8 4 1 7 8 5 7 8	XTMBYTBYT	A6MPI6RY6	3	3.A.V 3.6.T 3.M.c 3.P.C 3.I.V 3.6.T 3.R.C 3.Y.V 3.6.T	3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	a˦mbiː˦ru˨	0	25	- a ˦ m b iː ˦ r u ˨
1075	(political) chief, boss	Bunoge	ʔàmì:rú	ʔ a ˨ m iː ˨ r u ˦		1 7 8 4 7 8 5 7 8	AXTBYTBYT	HA6MI6RY6	4	4.H.C 4.A.V 4.6.T 4.M.C 4.I.V 4.6.T 4.R.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ʔa˨miː˨ru˦	0	25	ʔ a ˨ m - iː ˨ r u ˦
1076	(political) chief, boss	Dogul_Dom	ámɛ̀ɛ̀rɛ̀	a ˦ m ɛː ˨ r ɛ ˨		7 8 4 7 8 5 7 8	XTBYTBYT	A6ME6RE6	5	5.A.V 5.6.T 5.M.C 5.E.V 5.6.T 5.R.C 5.E.V 5.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦mɛː˨rɛ˨	0	25	- a ˦ m - ɛː ˨ r ɛ ˨
1077	(political) chief, boss	Gourou	ámí:rù	a ˦ m iː ˦ r u ˨		7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6RY6	7	7.A.V 7.6.T 7.M.C 7.I.V 7.6.T 7.R.C 7.Y.V 7.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦miː˦ru˨	0	25	- a ˦ m - iː ˦ r u ˨
1078	(political) chief, boss	Jamsay_Douentza	ámí:rⁿu	a ˦ m iː ˦ r̃ u		7 8 4 7 8 5 7	XTBYTBZ	A6MI6RY	8	8.A.V 8.6.T 8.M.C 8.I.V 8.6.T 8.R.C 8.Y.V	3.0 1.0 1.3 3.0 1.0 1.3 0.7	a˦miː˦r̃u	0	25	- a ˦ m - iː ˦ r̃ u -
1079	(political) chief, boss	Mombo	ámílì	a ˦ m i ˦ l i ˨		7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6LI6	9	9.A.V 9.6.T 9.M.C 9.I.V 9.6.T 9.L.C 9.I.V 9.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦mi˦li˨	0	25	- a ˦ m - i ˦ l i ˨
1080	(political) chief, boss	Najamba	ámbìrì	a ˦ m b i ˨ r i ˨	a ˦ m b i ˨ r i ˨ m b o ˨ // k iː ˥˩ // k iː ˥˩ m b o ˨	7 8 4 1 7 8 5 7 8	XTMBYTBYT	A6MPI6RI6	10	10.A.V 10.6.T 10.M.c 10.P.C 10.I.V 10.6.T 10.R.C 10.I.V 10.6.T	3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	a˦mbi˨ri˨	0	25	- a ˦ m b i ˨ r i ˨
